案件ID,病害小类,病害大类,道路名称,里程km,数据来源,采集日期,星期,审核结论,驳回原因,事件等级,审核时滞天
2026004126,路框差,人行道,龙岗大道,32.6,作业车,2026-08-20,周四,审核通过,,轻微,0
2026004127,路框差,人行道,布龙路,19.6,作业车,2026-08-11,周二,审核通过,,轻微,0
2026004128,路框差,人行道,深惠路,21.5,两轮车,2026-08-28,周五,审核通过,,轻微,1
2026004129,路框差,人行道,爱南路,10.4,作业车,2026-08-24,周一,驳回,框选不规范,轻微,0
2026004130,路框差,人行道,新生路,8.2,作业车,2026-08-08,周六,审核通过,,轻微,0
2026004131,路框差,人行道,清林路,9.8,两轮车,2026-08-30,周日,驳回,模糊不清,轻微,0
2026004132,路框差,人行道,坂雪岗大道,14.2,两轮车,2026-08-11,周二,审核通过,,轻微,1
2026004133,路框差,人行道,深惠路,21.5,两轮车,2026-08-19,周三,驳回,框选不规范,轻微,0
2026004134,路框差,人行道,布龙路,19.6,众源车,2026-08-21,周五,审核通过,,轻微,6
2026004135,路框差,人行道,布龙路,19.6,作业车,2026-08-24,周一,审核通过,,轻微,0
2026004136,路框差,人行道,龙岗大道,32.6,作业车,2026-09-02,周三,审核通过,,轻微,0
2026004137,路框差,人行道,布龙路,19.6,作业车,2026-08-22,周六,审核通过,,轻微,0
2026004138,路框差,人行道,碧新路,9.1,作业车,2026-08-28,周五,审核通过,,轻微,0
2026004139,路框差,人行道,清林路,9.8,众源车,2026-08-14,周五,审核通过,,轻微,5
2026004140,路框差,人行道,吉祥路,8.6,两轮车,2026-08-08,周六,驳回,模糊不清,轻微,0
2026004141,路框差,人行道,龙翔大道,15.8,四轮专车,2026-08-08,周六,驳回,AI误报,轻微,1
2026004142,路框差,人行道,布龙路,19.6,众源车,2026-08-28,周五,审核通过,,轻微,10
2026004143,路框差,人行道,龙岗大道,32.6,四轮专车,2026-08-07,周五,驳回,超过时效,轻微,2
2026004144,路框差,人行道,龙翔大道,15.8,作业车,2026-08-17,周一,驳回,框选不规范,轻微,0
2026004145,路框差,人行道,深惠路,21.5,四轮专车,2026-08-17,周一,审核通过,,轻微,1
2026004146,路框差,人行道,红棉路,18.2,作业车,2026-08-05,周三,审核通过,,轻微,0
2026004147,路框差,人行道,龙岗大道,32.6,作业车,2026-08-30,周日,审核通过,,轻微,0
2026004148,路框差,人行道,黄阁路,11.2,两轮车,2026-08-05,周三,审核通过,,轻微,1
2026004149,路框差,人行道,深惠路,21.5,众源车,2026-08-21,周五,驳回,框选不规范,轻微,6
2026004150,路框差,人行道,龙翔大道,15.8,四轮专车,2026-08-30,周日,审核通过,,轻微,1
2026004151,路框差,人行道,红棉路,18.2,作业车,2026-08-04,周二,审核通过,,轻微,0
2026004152,路框差,人行道,布龙路,19.6,四轮专车,2026-08-05,周三,审核通过,,轻微,1
2026004153,路框差,人行道,深惠路,21.5,两轮车,2026-08-30,周日,审核通过,,轻微,0
2026004154,路框差,人行道,深惠路,21.5,两轮车,2026-08-11,周二,驳回,AI误报,轻微,1
2026004155,路框差,人行道,坂雪岗大道,14.2,作业车,2026-09-01,周二,审核通过,,轻微,0
2026004156,路框差,人行道,龙岗大道,32.6,作业车,2026-08-07,周五,审核通过,,轻微,0
2026004157,路框差,人行道,新生路,8.2,作业车,2026-08-08,周六,审核通过,,轻微,0
2026004158,路框差,人行道,龙岗大道,32.6,四轮专车,2026-08-21,周五,审核通过,,轻微,1
2026004159,路框差,人行道,深惠路,21.5,众源车,2026-08-14,周五,驳回,模糊不清,轻微,12
2026004160,路框差,人行道,红棉路,18.2,作业车,2026-08-27,周四,审核通过,,轻微,0
2026004161,路框差,人行道,布龙路,19.6,作业车,2026-08-22,周六,审核通过,,轻微,0
2026004162,路框差,人行道,沙荷路,12.4,作业车,2026-08-11,周二,驳回,AI误报,轻微,0
2026004163,路框差,人行道,碧新路,9.1,四轮专车,2026-08-05,周三,审核通过,,轻微,2
2026004164,路框差,人行道,龙翔大道,15.8,两轮车,2026-08-28,周五,审核通过,,轻微,0
2026004165,路框差,人行道,黄阁路,11.2,两轮车,2026-08-06,周四,驳回,框选不规范,轻微,1
2026004166,路框差,人行道,红棉路,18.2,作业车,2026-08-08,周六,审核通过,,轻微,0
2026004167,路框差,人行道,龙岗大道,32.6,作业车,2026-08-17,周一,审核通过,,轻微,0
2026004168,路框差,人行道,龙翔大道,15.8,众源车,2026-08-28,周五,驳回,AI误报,轻微,13
2026004169,路框差,人行道,布龙路,19.6,两轮车,2026-08-30,周日,审核通过,,轻微,0
2026004170,路框差,人行道,深惠路,21.5,作业车,2026-08-10,周一,审核通过,,轻微,0
2026004171,路框差,人行道,植物园路,7.5,作业车,2026-08-23,周日,审核通过,,轻微,0
2026004172,路框差,人行道,清林路,9.8,作业车,2026-08-17,周一,驳回,AI误报,轻微,0
2026004173,路框差,人行道,鹏达路,6.8,作业车,2026-08-10,周一,审核通过,,轻微,0
2026004174,路框差,人行道,沙荷路,12.4,作业车,2026-09-03,周四,审核通过,,轻微,0
2026004175,路框差,人行道,吉祥路,8.6,两轮车,2026-08-28,周五,审核通过,,轻微,1
2026004176,路框差,人行道,布龙路,19.6,作业车,2026-08-26,周三,审核通过,,轻微,0
2026004177,路框差,人行道,坂雪岗大道,14.2,作业车,2026-08-17,周一,审核通过,,轻微,0
2026004178,路框差,人行道,鹏达路,6.8,两轮车,2026-08-09,周日,审核通过,,轻微,1
2026004179,路框差,人行道,黄阁路,11.2,作业车,2026-08-23,周日,审核通过,,轻微,0
2026004180,路框差,人行道,新生路,8.2,两轮车,2026-09-02,周三,驳回,AI误报,轻微,0
2026004181,路框差,人行道,清林路,9.8,四轮专车,2026-08-11,周二,审核通过,,轻微,1
2026004182,路框差,人行道,龙岗大道,32.6,作业车,2026-08-24,周一,审核通过,,轻微,0
2026004183,路框差,人行道,清林路,9.8,四轮专车,2026-08-30,周日,审核通过,,轻微,2
2026004184,路框差,人行道,深惠路,21.5,作业车,2026-08-17,周一,审核通过,,严重,0
2026004185,路框差,人行道,新生路,8.2,作业车,2026-08-05,周三,审核通过,,轻微,0
2026004186,路框差,人行道,爱南路,10.4,作业车,2026-09-01,周二,审核通过,,轻微,0
2026004187,路框差,人行道,龙岗大道,32.6,两轮车,2026-08-06,周四,审核通过,,轻微,0
2026004188,路框差,人行道,龙岗大道,32.6,作业车,2026-08-27,周四,驳回,AI误报,轻微,0
2026004189,路框差,人行道,龙岗大道,32.6,四轮专车,2026-08-18,周二,审核通过,,轻微,2
2026004190,路框差,人行道,深惠路,21.5,作业车,2026-08-26,周三,驳回,框选不规范,轻微,0
2026004191,路框差,人行道,龙岗大道,32.6,两轮车,2026-08-25,周二,审核通过,,轻微,1
2026004192,路框差,人行道,清林路,9.8,作业车,2026-08-09,周日,审核通过,,轻微,0
2026004193,路框差,人行道,布龙路,19.6,作业车,2026-08-06,周四,审核通过,,轻微,0
2026004194,路框差,人行道,爱南路,10.4,两轮车,2026-08-07,周五,审核通过,,轻微,1
2026004195,路框差,人行道,沙荷路,12.4,作业车,2026-08-09,周日,审核通过,,轻微,0
2026004196,路框差,人行道,布龙路,19.6,作业车,2026-08-30,周日,审核通过,,轻微,0
2026004197,路框差,人行道,龙岗大道,32.6,两轮车,2026-08-05,周三,驳回,AI误报,轻微,1
2026004198,路框差,人行道,碧新路,9.1,两轮车,2026-08-24,周一,审核通过,,轻微,1
2026004199,路框差,人行道,红棉路,18.2,两轮车,2026-08-15,周六,驳回,框选不规范,轻微,1
2026004200,路框差,人行道,龙岗大道,32.6,作业车,2026-08-29,周六,审核通过,,轻微,0
2026004201,路框差,人行道,红棉路,18.2,作业车,2026-08-22,周六,审核通过,,轻微,0
2026004202,路框差,人行道,爱南路,10.4,作业车,2026-08-27,周四,审核通过,,轻微,0
2026004203,路框差,人行道,龙岗大道,32.6,作业车,2026-08-29,周六,审核通过,,轻微,0
2026004204,路框差,人行道,坂雪岗大道,14.2,作业车,2026-08-31,周一,审核通过,,轻微,0
2026004205,路框差,人行道,清林路,9.8,作业车,2026-08-28,周五,审核通过,,严重,0
2026004206,路框差,人行道,吉祥路,8.6,作业车,2026-08-15,周六,审核通过,,轻微,0
2026004207,路框差,人行道,红棉路,18.2,两轮车,2026-09-01,周二,审核通过,,轻微,0
2026004208,路框差,人行道,龙岗大道,32.6,作业车,2026-08-14,周五,审核通过,,轻微,0
2026004209,路框差,人行道,深惠路,21.5,作业车,2026-08-21,周五,审核通过,,轻微,0
2026004210,路框差,人行道,红棉路,18.2,作业车,2026-08-10,周一,审核通过,,轻微,0
2026004211,路框差,人行道,清林路,9.8,作业车,2026-08-28,周五,审核通过,,轻微,0
2026004212,路框差,人行道,龙翔大道,15.8,四轮专车,2026-08-06,周四,驳回,AI误报,轻微,1
2026004213,路框差,人行道,深惠路,21.5,作业车,2026-09-02,周三,审核通过,,轻微,0
2026004214,路框差,人行道,龙岗大道,32.6,作业车,2026-08-18,周二,审核通过,,轻微,0
2026004215,路框差,人行道,布龙路,19.6,四轮专车,2026-08-30,周日,审核通过,,轻微,1
2026004216,路框差,人行道,红棉路,18.2,作业车,2026-08-18,周二,审核通过,,轻微,0
2026004217,路框差,人行道,黄阁路,11.2,作业车,2026-08-07,周五,驳回,框选不规范,轻微,0
2026004218,路框差,人行道,龙岗大道,32.6,四轮专车,2026-08-06,周四,审核通过,,严重,2
2026004219,路框差,人行道,鹏达路,6.8,两轮车,2026-08-31,周一,驳回,框选不规范,轻微,1
2026004220,路框差,人行道,黄阁路,11.2,众源车,2026-08-14,周五,驳回,AI误报,轻微,8
2026004221,路框差,人行道,红棉路,18.2,四轮专车,2026-08-07,周五,审核通过,,轻微,2
2026004222,路框差,人行道,龙岗大道,32.6,两轮车,2026-08-14,周五,审核通过,,轻微,1
2026004223,路框差,人行道,沙荷路,12.4,作业车,2026-08-21,周五,审核通过,,轻微,0
2026004224,路框差,人行道,龙岗大道,32.6,两轮车,2026-08-17,周一,审核通过,,轻微,1
2026004225,路框差,人行道,红棉路,18.2,作业车,2026-08-05,周三,审核通过,,轻微,0
2026004226,路框差,人行道,碧新路,9.1,两轮车,2026-08-19,周三,审核通过,,轻微,0
2026004227,路框差,人行道,坂雪岗大道,14.2,众源车,2026-08-21,周五,审核通过,,轻微,10
2026004228,路框差,人行道,红棉路,18.2,作业车,2026-08-12,周三,审核通过,,轻微,0
2026004229,路框差,人行道,布龙路,19.6,四轮专车,2026-08-24,周一,驳回,框选不规范,轻微,2
2026004230,路框差,人行道,红棉路,18.2,两轮车,2026-08-24,周一,审核通过,,轻微,1
2026004231,路框差,人行道,鹏达路,6.8,作业车,2026-08-05,周三,审核通过,,轻微,0
2026004232,路框差,人行道,龙岗大道,32.6,四轮专车,2026-08-19,周三,驳回,AI误报,轻微,1
2026004233,路框差,人行道,清林路,9.8,两轮车,2026-08-11,周二,审核通过,,轻微,1
2026004234,路框差,人行道,吉祥路,8.6,作业车,2026-08-17,周一,审核通过,,轻微,0
2026004235,路框差,人行道,龙岗大道,32.6,两轮车,2026-08-28,周五,驳回,模糊不清,轻微,0
2026004236,路框差,人行道,红棉路,18.2,作业车,2026-08-16,周日,审核通过,,轻微,0
2026004237,路框差,人行道,龙翔大道,15.8,作业车,2026-08-21,周五,审核通过,,轻微,0
2026004238,路框差,人行道,碧新路,9.1,两轮车,2026-08-03,周一,审核通过,,轻微,1
2026004239,路框差,人行道,布龙路,19.6,四轮专车,2026-08-18,周二,审核通过,,轻微,2
2026004240,路框差,人行道,黄阁路,11.2,两轮车,2026-08-27,周四,审核通过,,轻微,0
2026004241,路框差,人行道,吉祥路,8.6,四轮专车,2026-08-23,周日,驳回,AI误报,轻微,1
2026004242,路框差,人行道,爱南路,10.4,四轮专车,2026-09-02,周三,审核通过,,轻微,2
2026004243,路框差,人行道,深惠路,21.5,作业车,2026-08-28,周五,审核通过,,轻微,0
2026004244,路框差,人行道,布龙路,19.6,四轮专车,2026-08-07,周五,审核通过,,严重,1
2026004245,路框差,人行道,清林路,9.8,四轮专车,2026-08-04,周二,审核通过,,轻微,2
2026004246,路框差,人行道,沙荷路,12.4,作业车,2026-08-12,周三,审核通过,,轻微,0
2026004247,路框差,人行道,碧新路,9.1,作业车,2026-08-29,周六,审核通过,,轻微,0
2026004248,路框差,人行道,龙岗大道,32.6,两轮车,2026-08-30,周日,审核通过,,轻微,1
2026004249,路框差,人行道,红棉路,18.2,众源车,2026-08-07,周五,审核通过,,轻微,4
2026004250,路框差,人行道,爱南路,10.4,众源车,2026-08-21,周五,审核通过,,轻微,8
2026004251,路框差,人行道,沙荷路,12.4,两轮车,2026-08-24,周一,审核通过,,轻微,0
2026004252,路框差,人行道,龙岗大道,32.6,四轮专车,2026-08-12,周三,审核通过,,轻微,1
2026004253,路框差,人行道,红棉路,18.2,两轮车,2026-08-24,周一,审核通过,,轻微,0
2026004254,路框差,人行道,布龙路,19.6,四轮专车,2026-08-23,周日,审核通过,,轻微,1
2026004255,路框差,人行道,碧新路,9.1,两轮车,2026-08-05,周三,审核通过,,轻微,0
2026004256,路框差,人行道,龙岗大道,32.6,众源车,2026-08-28,周五,驳回,模糊不清,轻微,9
2026004257,路框差,人行道,龙岗大道,32.6,众源车,2026-08-21,周五,驳回,模糊不清,轻微,3
2026004258,路框差,人行道,深惠路,21.5,作业车,2026-08-10,周一,审核通过,,轻微,0
2026004259,路框差,人行道,植物园路,7.5,众源车,2026-08-14,周五,审核通过,,轻微,6
2026004260,路框差,人行道,沙荷路,12.4,两轮车,2026-08-24,周一,驳回,AI误报,轻微,0
2026004261,路框差,人行道,植物园路,7.5,作业车,2026-08-10,周一,审核通过,,轻微,0
2026004262,路框差,人行道,新生路,8.2,作业车,2026-08-28,周五,审核通过,,轻微,0
2026004263,路框差,人行道,沙荷路,12.4,两轮车,2026-08-18,周二,审核通过,,轻微,1
2026004264,路框差,人行道,爱南路,10.4,作业车,2026-08-06,周四,审核通过,,轻微,0
2026004265,路框差,人行道,黄阁路,11.2,作业车,2026-08-25,周二,审核通过,,轻微,0
2026004266,路框差,人行道,布龙路,19.6,两轮车,2026-09-01,周二,审核通过,,轻微,0
2026004267,路框差,人行道,龙翔大道,15.8,作业车,2026-08-13,周四,审核通过,,轻微,0
2026004268,路框差,人行道,爱南路,10.4,作业车,2026-09-02,周三,审核通过,,轻微,0
2026004269,路框差,人行道,吉祥路,8.6,四轮专车,2026-08-26,周三,审核通过,,轻微,1
2026004270,路框差,人行道,吉祥路,8.6,作业车,2026-08-26,周三,审核通过,,轻微,0
2026004271,路框差,人行道,鹏达路,6.8,两轮车,2026-08-14,周五,审核通过,,轻微,0
2026004272,路框差,人行道,深惠路,21.5,作业车,2026-08-19,周三,审核通过,,轻微,0
2026004273,路框差,人行道,爱南路,10.4,四轮专车,2026-08-10,周一,审核通过,,轻微,2
2026004274,路框差,人行道,碧新路,9.1,作业车,2026-08-22,周六,驳回,AI误报,轻微,0
2026004275,路框差,人行道,红棉路,18.2,四轮专车,2026-08-30,周日,审核通过,,轻微,2
2026004276,路框差,人行道,龙岗大道,32.6,两轮车,2026-08-23,周日,审核通过,,轻微,0
2026004277,路框差,人行道,龙翔大道,15.8,四轮专车,2026-08-30,周日,审核通过,,轻微,1
2026004278,路框差,人行道,碧新路,9.1,两轮车,2026-08-07,周五,审核通过,,轻微,1
2026004279,路框差,人行道,沙荷路,12.4,两轮车,2026-08-22,周六,审核通过,,轻微,1
2026004280,路框差,人行道,清林路,9.8,作业车,2026-08-12,周三,驳回,框选不规范,轻微,0
2026004281,路框差,人行道,龙岗大道,32.6,两轮车,2026-08-21,周五,审核通过,,轻微,0
2026004282,路框差,人行道,龙翔大道,15.8,两轮车,2026-08-06,周四,驳回,AI误报,轻微,0
2026004283,路框差,人行道,坂雪岗大道,14.2,两轮车,2026-08-15,周六,审核通过,,轻微,1
2026004284,路框差,人行道,龙岗大道,32.6,作业车,2026-08-14,周五,审核通过,,轻微,0
2026004285,路框差,人行道,新生路,8.2,两轮车,2026-08-19,周三,审核通过,,轻微,0
2026004286,路框差,人行道,龙岗大道,32.6,两轮车,2026-08-26,周三,审核通过,,轻微,0
2026004287,路框差,人行道,新生路,8.2,两轮车,2026-08-21,周五,审核通过,,轻微,1
2026004288,路框差,人行道,红棉路,18.2,两轮车,2026-08-31,周一,审核通过,,轻微,1
2026004289,路框差,人行道,鹏达路,6.8,作业车,2026-08-12,周三,驳回,超过时效,轻微,0
2026004290,路框差,人行道,坂雪岗大道,14.2,两轮车,2026-08-14,周五,审核通过,,轻微,1
2026004291,路框差,人行道,龙岗大道,32.6,作业车,2026-08-18,周二,审核通过,,轻微,0
2026004292,路框差,人行道,龙岗大道,32.6,四轮专车,2026-08-22,周六,审核通过,,轻微,2
2026004293,路框差,人行道,龙岗大道,32.6,四轮专车,2026-08-30,周日,驳回,模糊不清,轻微,1
2026004294,路框差,人行道,坂雪岗大道,14.2,作业车,2026-08-22,周六,审核通过,,轻微,0
2026004295,路框差,人行道,爱南路,10.4,作业车,2026-09-02,周三,驳回,AI误报,轻微,0
2026004296,路框差,人行道,龙翔大道,15.8,两轮车,2026-08-18,周二,审核通过,,轻微,1
2026004297,路框差,人行道,深惠路,21.5,四轮专车,2026-08-19,周三,审核通过,,轻微,1
2026004298,路框差,人行道,坂雪岗大道,14.2,作业车,2026-08-25,周二,审核通过,,轻微,0
2026004299,路框差,人行道,布龙路,19.6,作业车,2026-08-07,周五,审核通过,,轻微,0
